COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
PULLMAN,2017,10,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2017,10,TURNING,3
PULLMAN,2017,11,ANGLE,1
PULLMAN,2017,11,OTHER NONCOLLISION,1
PULLMAN,2017,11,PARKED MOTOR VEHICLE,4
PULLMAN,2017,11,REAR END,4
PULLMAN,2017,11,TURNING,1
PULLMAN,2017,12,ANGLE,3
PULLMAN,2017,12,FIXED OBJECT,1
PULLMAN,2017,12,PARKED MOTOR VEHICLE,5
PULLMAN,2017,12,REAR END,3
PULLMAN,2017,12,SIDESWIPE SAME DIRECTION,2
PULLMAN,2017,12,TURNING,4
PULLMAN,2017,13,FIXED OBJECT,1
PULLMAN,2017,13,PARKED MOTOR VEHICLE,3
PULLMAN,2017,13,REAR END,4
PULLMAN,2017,13,SIDESWIPE SAME DIRECTION,2
PULLMAN,2017,14,PARKED MOTOR VEHICLE,3
PULLMAN,2017,14,REAR END,2
PULLMAN,2017,14,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2017,14,TURNING,3
PULLMAN,2017,15,FIXED OBJECT,2
PULLMAN,2017,15,OTHER OBJECT,1
PULLMAN,2017,15,PARKED MOTOR VEHICLE,2
PULLMAN,2017,15,PEDALCYCLIST,1
PULLMAN,2017,15,REAR END,3
PULLMAN,2017,15,SIDESWIPE SAME DIRECTION,3
PULLMAN,2017,15,TURNING,1
PULLMAN,2017,16,ANGLE,4
PULLMAN,2017,16,PARKED MOTOR VEHICLE,3
PULLMAN,2017,16,REAR END,4
PULLMAN,2017,16,TURNING,3
PULLMAN,2017,17,ANGLE,2
PULLMAN,2017,17,OTHER NONCOLLISION,1
PULLMAN,2017,17,OTHER OBJECT,2
PULLMAN,2017,17,PARKED MOTOR VEHICLE,2
PULLMAN,2017,17,PEDALCYCLIST,1
PULLMAN,2017,17,PEDESTRIAN,1
PULLMAN,2017,17,REAR END,5
PULLMAN,2017,17,TURNING,3
PULLMAN,2017,18,ANGLE,3
PULLMAN,2017,18,FIXED OBJECT,1
PULLMAN,2017,18,HEAD ON,1
PULLMAN,2017,18,PARKED MOTOR VEHICLE,3
PULLMAN,2017,18,PEDALCYCLIST,1
PULLMAN,2017,18,REAR END,1
PULLMAN,2017,18,SIDESWIPE SAME DIRECTION,4
PULLMAN,2017,18,TURNING,3
PULLMAN,2017,19,ANIMAL,1
PULLMAN,2017,19,PARKED MOTOR VEHICLE,1
PULLMAN,2017,19,REAR END,2
PULLMAN,2017,19,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2017,19,TURNING,4
PULLMAN,2017,20,REAR END,2
PULLMAN,2017,20,TURNING,2
PULLMAN,2017,21,ANGLE,1
PULLMAN,2017,21,PARKED MOTOR VEHICLE,1
PULLMAN,2017,21,REAR END,1
PULLMAN,2017,21,TURNING,1
PULLMAN,2017,22,PARKED MOTOR VEHICLE,2
PULLMAN,2017,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2017,22,TURNING,1
PULLMAN,2017,23,FIXED OBJECT,1
PULLMAN,2017,23,OVERTURNED,1
PULLMAN,2017,23,REAR END,3
PULLMAN,2017,23,SIDESWIPE SAME DIRECTION,1
PULLMAN,2017,23,TURNING,2
PULLMAN,2018,0,ANGLE,1
PULLMAN,2018,0,OTHER OBJECT,1
PULLMAN,2018,0,PARKED MOTOR VEHICLE,2
PULLMAN,2018,1,FIXED OBJECT,1
PULLMAN,2018,1,PARKED MOTOR VEHICLE,3
PULLMAN,2018,1,REAR END,3
PULLMAN,2018,2,PARKED MOTOR VEHICLE,2
PULLMAN,2018,2,REAR END,1
PULLMAN,2018,2,SIDESWIPE SAME DIRECTION,2
PULLMAN,2018,3,ANGLE,1
PULLMAN,2018,3,PARKED MOTOR VEHICLE,2
PULLMAN,2018,4,FIXED OBJECT,1
PULLMAN,2018,4,REAR END,1
PULLMAN,2018,5,FIXED OBJECT,2
PULLMAN,2018,5,OTHER NONCOLLISION,1
PULLMAN,2018,5,PARKED MOTOR VEHICLE,4
PULLMAN,2018,5,TURNING,1
PULLMAN,2018,6,ANGLE,1
PULLMAN,2018,6,FIXED OBJECT,1
PULLMAN,2018,6,PARKED MOTOR VEHICLE,1
PULLMAN,2018,6,PEDESTRIAN,1
PULLMAN,2018,6,REAR END,2
PULLMAN,2018,7,ANGLE,1
PULLMAN,2018,7,FIXED OBJECT,1
PULLMAN,2018,7,OTHER NONCOLLISION,1
PULLMAN,2018,7,PARKED MOTOR VEHICLE,3
PULLMAN,2018,7,PEDALCYCLIST,1
PULLMAN,2018,7,REAR END,1
PULLMAN,2018,7,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,7,TURNING,5
PULLMAN,2018,8,ANGLE,1
PULLMAN,2018,8,FIXED OBJECT,2
PULLMAN,2018,8,OTHER NONCOLLISION,1
PULLMAN,2018,8,PARKED MOTOR VEHICLE,2
PULLMAN,2018,8,REAR END,8
PULLMAN,2018,8,TURNING,2
PULLMAN,2018,9,ANGLE,5
PULLMAN,2018,9,FIXED OBJECT,2
PULLMAN,2018,9,HEAD ON,1
PULLMAN,2018,9,OTHER NONCOLLISION,1
PULLMAN,2018,9,OTHER OBJECT,2
PULLMAN,2018,9,PARKED MOTOR VEHICLE,4
PULLMAN,2018,9,REAR END,4
PULLMAN,2018,9,SIDESWIPE SAME DIRECTION,2
PULLMAN,2018,9,TURNING,2
PULLMAN,2018,10,ANGLE,1
PULLMAN,2018,10,FIXED OBJECT,2
PULLMAN,2018,10,PARKED MOTOR VEHICLE,6
PULLMAN,2018,10,REAR END,3
PULLMAN,2018,10,SIDESWIPE SAME DIRECTION,4
PULLMAN,2018,10,TURNING,3
PULLMAN,2018,11,ANGLE,5
PULLMAN,2018,11,FIXED OBJECT,2
PULLMAN,2018,11,PARKED MOTOR VEHICLE,3
PULLMAN,2018,11,PEDESTRIAN,1
PULLMAN,2018,11,REAR END,1
PULLMAN,2018,11,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2018,11,SIDESWIPE SAME DIRECTION,2
PULLMAN,2018,11,TURNING,1
PULLMAN,2018,12,ANGLE,4
PULLMAN,2018,12,FIXED OBJECT,3
PULLMAN,2018,12,PARKED MOTOR VEHICLE,4
PULLMAN,2018,12,REAR END,5
PULLMAN,2018,12,SIDESWIPE SAME DIRECTION,3
PULLMAN,2018,12,TURNING,6
PULLMAN,2018,13,ANGLE,4
PULLMAN,2018,13,FIXED OBJECT,2
PULLMAN,2018,13,OTHER OBJECT,1
PULLMAN,2018,13,PARKED MOTOR VEHICLE,8
PULLMAN,2018,13,REAR END,4
PULLMAN,2018,13,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,13,TURNING,5
PULLMAN,2018,14,ANGLE,5
PULLMAN,2018,14,FIXED OBJECT,3
PULLMAN,2018,14,OTHER OBJECT,1
PULLMAN,2018,14,PARKED MOTOR VEHICLE,6
PULLMAN,2018,14,REAR END,8
PULLMAN,2018,14,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2018,14,SIDESWIPE SAME DIRECTION,3
PULLMAN,2018,14,TURNING,3
PULLMAN,2018,15,ANGLE,3
PULLMAN,2018,15,FIXED OBJECT,1
PULLMAN,2018,15,OTHER OBJECT,1
PULLMAN,2018,15,PARKED MOTOR VEHICLE,4
PULLMAN,2018,15,PEDALCYCLIST,1
PULLMAN,2018,15,REAR END,8
PULLMAN,2018,15,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2018,15,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,15,TURNING,6
PULLMAN,2018,16,ANGLE,2
PULLMAN,2018,16,FIXED OBJECT,2
PULLMAN,2018,16,PARKED MOTOR VEHICLE,5
PULLMAN,2018,16,PEDESTRIAN,1
PULLMAN,2018,16,REAR END,9
PULLMAN,2018,16,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2018,16,TURNING,4
PULLMAN,2018,17,ANGLE,3
PULLMAN,2018,17,FIXED OBJECT,1
PULLMAN,2018,17,PARKED MOTOR VEHICLE,4
PULLMAN,2018,17,PEDESTRIAN,1
PULLMAN,2018,17,REAR END,9
PULLMAN,2018,17,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,18,ANGLE,1
PULLMAN,2018,18,PARKED MOTOR VEHICLE,1
PULLMAN,2018,18,PEDESTRIAN,2
PULLMAN,2018,18,REAR END,4
PULLMAN,2018,18,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2018,18,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,18,TURNING,4
PULLMAN,2018,19,ANGLE,3
PULLMAN,2018,19,PARKED MOTOR VEHICLE,9
PULLMAN,2018,19,PEDESTRIAN,1
PULLMAN,2018,19,REAR END,4
PULLMAN,2018,19,SIDESWIPE OPPOSITE DIRECTION,2
PULLMAN,2018,19,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,19,TURNING,4
PULLMAN,2018,20,ANGLE,1
PULLMAN,2018,20,HEAD ON,1
PULLMAN,2018,20,PARKED MOTOR VEHICLE,1
PULLMAN,2018,20,REAR END,3
PULLMAN,2018,20,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,20,TURNING,3
PULLMAN,2018,21,ANGLE,2
PULLMAN,2018,21,FIXED OBJECT,5
PULLMAN,2018,21,OTHER NONCOLLISION,1
PULLMAN,2018,21,PARKED MOTOR VEHICLE,3
PULLMAN,2018,21,REAR END,2
PULLMAN,2018,21,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,21,TURNING,1
PULLMAN,2018,22,ANGLE,1
PULLMAN,2018,22,FIXED OBJECT,1
PULLMAN,2018,22,OTHER NONCOLLISION,1
PULLMAN,2018,22,PARKED MOTOR VEHICLE,4
PULLMAN,2018,22,REAR END,2
PULLMAN,2018,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2018,22,TURNING,2
PULLMAN,2018,23,FIXED OBJECT,1
PULLMAN,2018,23,PARKED MOTOR VEHICLE,3
PULLMAN,2018,23,REAR END,1
PULLMAN,2018,23,TURNING,1
PULLMAN,2019,0,PARKED MOTOR VEHICLE,2
PULLMAN,2019,1,FIXED OBJECT,2
PULLMAN,2019,1,OTHER OBJECT,1
PULLMAN,2019,1,PARKED MOTOR VEHICLE,2
PULLMAN,2019,1,SIDESWIPE SAME DIRECTION,1
PULLMAN,2019,2,FIXED OBJECT,2
PULLMAN,2019,2,PARKED MOTOR VEHICLE,2
PULLMAN,2019,2,REAR END,1
PULLMAN,2019,2,SIDESWIPE SAME DIRECTION,1
PULLMAN,2019,3,FIXED OBJECT,2
PULLMAN,2019,3,PARKED MOTOR VEHICLE,3
PULLMAN,2019,3,REAR END,1
PULLMAN,2019,4,OTHER OBJECT,1
PULLMAN,2019,4,PARKED MOTOR VEHICLE,2
PULLMAN,2019,4,SIDESWIPE SAME DIRECTION,1
PULLMAN,2019,5,FIXED OBJECT,1
PULLMAN,2019,5,PARKED MOTOR VEHICLE,1
PULLMAN,2019,5,REAR END,1
PULLMAN,2019,6,HEAD ON,1
PULLMAN,2019,6,PARKED MOTOR VEHICLE,1
PULLMAN,2019,6,REAR END,1
PULLMAN,2019,6,REAR TO FRONT,1
PULLMAN,2019,6,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2019,6,TURNING,1
PULLMAN,2019,7,FIXED OBJECT,1
PULLMAN,2019,7,PARKED MOTOR VEHICLE,2
PULLMAN,2019,7,REAR END,2
PULLMAN,2019,7,REAR TO SIDE,1
PULLMAN,2019,7,SIDESWIPE SAME DIRECTION,4
PULLMAN,2019,7,TURNING,2
PULLMAN,2019,8,FIXED OBJECT,3
PULLMAN,2019,8,OTHER NONCOLLISION,1
PULLMAN,2019,8,PARKED MOTOR VEHICLE,4
PULLMAN,2019,8,PEDESTRIAN,1
PULLMAN,2019,8,REAR END,4
PULLMAN,2019,8,SIDESWIPE SAME DIRECTION,4
PULLMAN,2019,8,TURNING,5
PULLMAN,2019,9,ANGLE,3
PULLMAN,2019,9,HEAD ON,1
PULLMAN,2019,9,PARKED MOTOR VEHICLE,6
PULLMAN,2019,9,REAR END,3
PULLMAN,2019,9,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2019,9,SIDESWIPE SAME DIRECTION,3
PULLMAN,2019,9,TURNING,5
PULLMAN,2019,10,FIXED OBJECT,3
PULLMAN,2019,10,OTHER OBJECT,1
PULLMAN,2019,10,PARKED MOTOR VEHICLE,5
PULLMAN,2019,10,REAR END,5
PULLMAN,2019,10,REAR TO SIDE,1
PULLMAN,2019,10,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,10,TURNING,2
PULLMAN,2019,11,OTHER OBJECT,1
PULLMAN,2019,11,PARKED MOTOR VEHICLE,1
PULLMAN,2019,11,REAR END,5
PULLMAN,2019,11,REAR TO FRONT,2
PULLMAN,2019,11,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,11,TURNING,2
PULLMAN,2019,12,ANGLE,4
PULLMAN,2019,12,FIXED OBJECT,3
PULLMAN,2019,12,OTHER OBJECT,1
PULLMAN,2019,12,PARKED MOTOR VEHICLE,7
PULLMAN,2019,12,REAR END,5
PULLMAN,2019,12,REAR TO FRONT,1
PULLMAN,2019,12,REAR TO REAR,1
PULLMAN,2019,12,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,12,TURNING,3
PULLMAN,2019,13,FIXED OBJECT,3
PULLMAN,2019,13,PARKED MOTOR VEHICLE,6
PULLMAN,2019,13,REAR END,7
PULLMAN,2019,13,REAR TO FRONT,1
PULLMAN,2019,13,REAR TO SIDE,1
PULLMAN,2019,13,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,13,TURNING,3
PULLMAN,2019,14,ANGLE,1
PULLMAN,2019,14,FIXED OBJECT,4
PULLMAN,2019,14,OTHER OBJECT,1
PULLMAN,2019,14,PARKED MOTOR VEHICLE,8
PULLMAN,2019,14,REAR END,5
PULLMAN,2019,14,REAR TO FRONT,2
PULLMAN,2019,14,REAR TO SIDE,1
PULLMAN,2019,14,SIDESWIPE SAME DIRECTION,3
PULLMAN,2019,14,TURNING,3
PULLMAN,2019,15,ANGLE,3
PULLMAN,2019,15,FIXED OBJECT,1
PULLMAN,2019,15,OTHER OBJECT,1
PULLMAN,2019,15,PARKED MOTOR VEHICLE,7
PULLMAN,2019,15,REAR END,3
PULLMAN,2019,15,REAR TO FRONT,1
PULLMAN,2019,15,REAR TO SIDE,2
PULLMAN,2019,15,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2019,15,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,15,TURNING,8
PULLMAN,2019,16,ANGLE,1
PULLMAN,2019,16,FIXED OBJECT,2
PULLMAN,2019,16,OTHER NONCOLLISION,1
PULLMAN,2019,16,PARKED MOTOR VEHICLE,7
PULLMAN,2019,16,PEDESTRIAN,1
PULLMAN,2019,16,REAR END,7
PULLMAN,2019,16,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,16,TURNING,3
PULLMAN,2019,17,ANGLE,1
PULLMAN,2019,17,OTHER OBJECT,1
PULLMAN,2019,17,PARKED MOTOR VEHICLE,3
PULLMAN,2019,17,REAR END,6
PULLMAN,2019,17,SIDESWIPE SAME DIRECTION,1
PULLMAN,2019,17,TURNING,2
PULLMAN,2019,18,FIXED OBJECT,1
PULLMAN,2019,18,OTHER OBJECT,1
PULLMAN,2019,18,PARKED MOTOR VEHICLE,3
PULLMAN,2019,18,REAR TO REAR,1
PULLMAN,2019,18,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,18,TURNING,2
PULLMAN,2019,19,FIXED OBJECT,1
PULLMAN,2019,19,PARKED MOTOR VEHICLE,5
PULLMAN,2019,19,REAR END,5
PULLMAN,2019,19,REAR TO FRONT,1
PULLMAN,2019,19,SIDESWIPE SAME DIRECTION,3
PULLMAN,2019,20,FIXED OBJECT,1
PULLMAN,2019,20,PARKED MOTOR VEHICLE,3
PULLMAN,2019,20,REAR END,1
PULLMAN,2019,20,TURNING,1
PULLMAN,2019,21,HEAD ON,2
PULLMAN,2019,21,OTHER NONCOLLISION,1
PULLMAN,2019,21,PARKED MOTOR VEHICLE,7
PULLMAN,2019,21,SIDESWIPE SAME DIRECTION,2
PULLMAN,2019,21,TURNING,1
PULLMAN,2019,22,ANGLE,1
PULLMAN,2019,22,FIXED OBJECT,1
PULLMAN,2019,22,OTHER OBJECT,1
PULLMAN,2019,22,PARKED MOTOR VEHICLE,4
PULLMAN,2019,22,PEDESTRIAN,1
PULLMAN,2019,22,REAR END,1
PULLMAN,2019,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2019,23,FIXED OBJECT,1
PULLMAN,2019,23,PARKED MOTOR VEHICLE,1
PULLMAN,2019,23,REAR TO FRONT,3
PULLMAN,2020,0,ANGLE,1
PULLMAN,2020,0,FIXED OBJECT,2
PULLMAN,2020,0,OTHER OBJECT,1
PULLMAN,2020,0,PARKED MOTOR VEHICLE,4
PULLMAN,2020,0,REAR END,1
PULLMAN,2020,0,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,1,FIXED OBJECT,3
PULLMAN,2020,1,OTHER NONCOLLISION,1
PULLMAN,2020,1,PARKED MOTOR VEHICLE,2
PULLMAN,2020,1,REAR END,1
PULLMAN,2020,1,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,2,FIXED OBJECT,1
PULLMAN,2020,2,PARKED MOTOR VEHICLE,2
PULLMAN,2020,3,ANGLE,1
PULLMAN,2020,3,OVERTURNED,1
PULLMAN,2020,3,PARKED MOTOR VEHICLE,2
PULLMAN,2020,4,PARKED MOTOR VEHICLE,3
PULLMAN,2020,4,TURNING,1
PULLMAN,2020,5,FIXED OBJECT,1
PULLMAN,2020,5,PARKED MOTOR VEHICLE,2
PULLMAN,2020,5,TURNING,1
PULLMAN,2020,6,ANIMAL,1
PULLMAN,2020,6,FIXED OBJECT,2
PULLMAN,2020,6,PARKED MOTOR VEHICLE,3
PULLMAN,2020,6,REAR END,1
PULLMAN,2020,6,TURNING,1
PULLMAN,2020,7,ANGLE,1
PULLMAN,2020,7,FIXED OBJECT,1
PULLMAN,2020,7,OTHER OBJECT,1
PULLMAN,2020,7,PARKED MOTOR VEHICLE,3
PULLMAN,2020,7,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,7,TURNING,2
PULLMAN,2020,8,FIXED OBJECT,1
PULLMAN,2020,8,PARKED MOTOR VEHICLE,6
PULLMAN,2020,8,REAR END,1
PULLMAN,2020,8,SIDESWIPE SAME DIRECTION,3
PULLMAN,2020,8,TURNING,1
PULLMAN,2020,9,FIXED OBJECT,1
PULLMAN,2020,9,PARKED MOTOR VEHICLE,6
PULLMAN,2020,9,REAR TO FRONT,1
PULLMAN,2020,9,REAR TO SIDE,1
PULLMAN,2020,9,SIDESWIPE SAME DIRECTION,2
PULLMAN,2020,9,TURNING,3
PULLMAN,2020,10,ANGLE,1
PULLMAN,2020,10,FIXED OBJECT,1
PULLMAN,2020,10,HEAD ON,1
PULLMAN,2020,10,OTHER OBJECT,1
PULLMAN,2020,10,PARKED MOTOR VEHICLE,6
PULLMAN,2020,10,PEDESTRIAN,1
PULLMAN,2020,10,REAR END,7
PULLMAN,2020,10,SIDESWIPE SAME DIRECTION,3
PULLMAN,2020,10,TURNING,4
PULLMAN,2020,11,ANGLE,4
PULLMAN,2020,11,OTHER OBJECT,1
PULLMAN,2020,11,OVERTURNED,1
PULLMAN,2020,11,PARKED MOTOR VEHICLE,5
PULLMAN,2020,11,PEDESTRIAN,1
PULLMAN,2020,11,REAR END,5
PULLMAN,2020,11,REAR TO SIDE,1
PULLMAN,2020,11,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2020,11,SIDESWIPE SAME DIRECTION,2
PULLMAN,2020,11,TURNING,2
PULLMAN,2020,12,ANGLE,2
PULLMAN,2020,12,FIXED OBJECT,2
PULLMAN,2020,12,OTHER OBJECT,1
PULLMAN,2020,12,PARKED MOTOR VEHICLE,8
PULLMAN,2020,12,REAR END,7
PULLMAN,2020,12,SIDESWIPE SAME DIRECTION,4
PULLMAN,2020,12,TURNING,4
PULLMAN,2020,13,ANGLE,1
PULLMAN,2020,13,FIXED OBJECT,1
PULLMAN,2020,13,OVERTURNED,1
PULLMAN,2020,13,PARKED MOTOR VEHICLE,5
PULLMAN,2020,13,REAR TO FRONT,2
PULLMAN,2020,13,REAR TO SIDE,2
PULLMAN,2020,13,SIDESWIPE SAME DIRECTION,2
PULLMAN,2020,13,TURNING,3
PULLMAN,2020,14,ANGLE,1
PULLMAN,2020,14,OTHER NONCOLLISION,1
PULLMAN,2020,14,PARKED MOTOR VEHICLE,3
PULLMAN,2020,14,REAR END,7
PULLMAN,2020,14,REAR TO FRONT,1
PULLMAN,2020,14,SIDESWIPE SAME DIRECTION,2
PULLMAN,2020,14,TURNING,7
PULLMAN,2020,15,ANGLE,2
PULLMAN,2020,15,PARKED MOTOR VEHICLE,3
PULLMAN,2020,15,REAR END,12
PULLMAN,2020,15,SIDESWIPE SAME DIRECTION,3
PULLMAN,2020,15,TURNING,7
PULLMAN,2020,16,ANGLE,2
PULLMAN,2020,16,FIXED OBJECT,1
PULLMAN,2020,16,PARKED MOTOR VEHICLE,5
PULLMAN,2020,16,REAR END,5
PULLMAN,2020,16,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2020,16,SIDESWIPE SAME DIRECTION,4
PULLMAN,2020,16,TURNING,4
PULLMAN,2020,17,ANGLE,1
PULLMAN,2020,17,OTHER OBJECT,1
PULLMAN,2020,17,PARKED MOTOR VEHICLE,2
PULLMAN,2020,17,REAR END,8
PULLMAN,2020,17,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,17,TURNING,1
PULLMAN,2020,18,ANGLE,1
PULLMAN,2020,18,FIXED OBJECT,1
PULLMAN,2020,18,PARKED MOTOR VEHICLE,4
PULLMAN,2020,18,REAR END,1
PULLMAN,2020,18,REAR TO FRONT,1
PULLMAN,2020,18,REAR TO SIDE,1
PULLMAN,2020,18,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,18,TURNING,2
PULLMAN,2020,19,ANGLE,2
PULLMAN,2020,19,PARKED MOTOR VEHICLE,3
PULLMAN,2020,19,REAR END,3
PULLMAN,2020,19,REAR TO SIDE,1
PULLMAN,2020,19,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2020,19,SIDESWIPE SAME DIRECTION,2
PULLMAN,2020,20,PARKED MOTOR VEHICLE,1
PULLMAN,2020,20,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,21,FIXED OBJECT,2
PULLMAN,2020,21,PARKED MOTOR VEHICLE,1
PULLMAN,2020,21,REAR END,1
PULLMAN,2020,21,REAR TO FRONT,1
PULLMAN,2020,21,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,21,TURNING,2
PULLMAN,2020,22,FIXED OBJECT,2
PULLMAN,2020,22,OTHER OBJECT,1
PULLMAN,2020,22,PARKED MOTOR VEHICLE,2
PULLMAN,2020,22,REAR END,2
PULLMAN,2020,22,SIDESWIPE SAME DIRECTION,1
PULLMAN,2020,22,TURNING,2
PULLMAN,2020,23,FIXED OBJECT,1
PULLMAN,2020,23,PARKED MOTOR VEHICLE,5
PULLMAN,2020,23,REAR END,1
PULLMAN,2020,23,TURNING,4
PULLMAN,2021,0,FIXED OBJECT,1
PULLMAN,2021,0,OVERTURNED,1
PULLMAN,2021,0,PEDESTRIAN,1
PULLMAN,2021,0,REAR END,1
PULLMAN,2021,1,ANGLE,1
PULLMAN,2021,1,OTHER OBJECT,1
PULLMAN,2021,1,PARKED MOTOR VEHICLE,2
PULLMAN,2021,1,REAR TO FRONT,1
PULLMAN,2021,2,FIXED OBJECT,2
PULLMAN,2021,2,OTHER NONCOLLISION,1
PULLMAN,2021,2,PARKED MOTOR VEHICLE,2
PULLMAN,2021,2,REAR END,4
PULLMAN,2021,3,FIXED OBJECT,1
PULLMAN,2021,3,REAR END,4
PULLMAN,2021,4,FIXED OBJECT,2
PULLMAN,2021,4,OTHER NONCOLLISION,1
PULLMAN,2021,5,FIXED OBJECT,2
PULLMAN,2021,5,PARKED MOTOR VEHICLE,1
PULLMAN,2021,5,REAR END,1
PULLMAN,2021,5,TURNING,1
PULLMAN,2021,6,ANGLE,1
PULLMAN,2021,6,OTHER OBJECT,1
PULLMAN,2021,6,PARKED MOTOR VEHICLE,3
PULLMAN,2021,6,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,6,TURNING,2
PULLMAN,2021,7,FIXED OBJECT,1
PULLMAN,2021,7,OTHER OBJECT,1
PULLMAN,2021,7,PARKED MOTOR VEHICLE,6
PULLMAN,2021,7,REAR END,2
PULLMAN,2021,7,REAR TO FRONT,1
PULLMAN,2021,7,REAR TO SIDE,1
PULLMAN,2021,7,SIDESWIPE OPPOSITE DIRECTION,1
PULLMAN,2021,7,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,7,TURNING,1
PULLMAN,2021,8,FIXED OBJECT,2
PULLMAN,2021,8,PARKED MOTOR VEHICLE,2
PULLMAN,2021,8,REAR END,7
PULLMAN,2021,8,REAR TO REAR,1
PULLMAN,2021,8,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,8,TURNING,1
PULLMAN,2021,9,PARKED MOTOR VEHICLE,7
PULLMAN,2021,9,REAR END,5
PULLMAN,2021,9,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,9,TURNING,4
PULLMAN,2021,10,ANGLE,2
PULLMAN,2021,10,FIXED OBJECT,3
PULLMAN,2021,10,OTHER OBJECT,1
PULLMAN,2021,10,OVERTURNED,1
PULLMAN,2021,10,PARKED MOTOR VEHICLE,5
PULLMAN,2021,10,PEDESTRIAN,1
PULLMAN,2021,10,REAR END,3
PULLMAN,2021,10,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,10,TURNING,3
PULLMAN,2021,11,FIXED OBJECT,5
PULLMAN,2021,11,OTHER OBJECT,2
PULLMAN,2021,11,PARKED MOTOR VEHICLE,6
PULLMAN,2021,11,REAR END,3
PULLMAN,2021,11,REAR TO FRONT,2
PULLMAN,2021,11,REAR TO SIDE,1
PULLMAN,2021,11,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,11,TURNING,3
PULLMAN,2021,12,ANGLE,3
PULLMAN,2021,12,PARKED MOTOR VEHICLE,7
PULLMAN,2021,12,REAR END,1
PULLMAN,2021,12,REAR TO FRONT,1
PULLMAN,2021,12,REAR TO SIDE,1
PULLMAN,2021,12,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,12,TURNING,6
PULLMAN,2021,13,FIXED OBJECT,1
PULLMAN,2021,13,PARKED MOTOR VEHICLE,5
PULLMAN,2021,13,REAR END,2
PULLMAN,2021,13,REAR TO FRONT,2
PULLMAN,2021,13,REAR TO SIDE,1
PULLMAN,2021,13,SIDESWIPE SAME DIRECTION,3
PULLMAN,2021,13,TURNING,5
PULLMAN,2021,14,ANGLE,1
PULLMAN,2021,14,PARKED MOTOR VEHICLE,5
PULLMAN,2021,14,REAR END,7
PULLMAN,2021,14,REAR TO REAR,1
PULLMAN,2021,14,SIDESWIPE SAME DIRECTION,2
PULLMAN,2021,14,TURNING,3
PULLMAN,2021,15,FIXED OBJECT,1
PULLMAN,2021,15,PARKED MOTOR VEHICLE,2
PULLMAN,2021,15,REAR END,3
PULLMAN,2021,15,REAR TO FRONT,2
PULLMAN,2021,15,SIDESWIPE SAME DIRECTION,1
PULLMAN,2021,15,TURNING,3
PULLMAN,2021,16,ANGLE,3
PULLMAN,2021,16,ANIMAL,1
PULLMAN,2021,16,FIXED OBJECT,1
PULLMAN,2021,16,OVERTURNED,1
