COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
ALBANY PARK,2019,1,PEDESTRIAN,2
ALBANY PARK,2019,1,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2019,1,TURNING,2
ALBANY PARK,2019,2,ANGLE,1
ALBANY PARK,2019,2,OTHER OBJECT,1
ALBANY PARK,2019,2,PARKED MOTOR VEHICLE,7
ALBANY PARK,2019,2,REAR END,2
ALBANY PARK,2019,2,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,2,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2019,2,TURNING,2
ALBANY PARK,2019,3,ANGLE,1
ALBANY PARK,2019,3,FIXED OBJECT,1
ALBANY PARK,2019,3,HEAD ON,1
ALBANY PARK,2019,3,PARKED MOTOR VEHICLE,9
ALBANY PARK,2019,3,REAR END,2
ALBANY PARK,2019,3,TURNING,1
ALBANY PARK,2019,4,ANGLE,2
ALBANY PARK,2019,4,FIXED OBJECT,2
ALBANY PARK,2019,4,OTHER OBJECT,2
ALBANY PARK,2019,4,PARKED MOTOR VEHICLE,5
ALBANY PARK,2019,4,REAR END,5
ALBANY PARK,2019,4,TURNING,1
ALBANY PARK,2019,5,ANGLE,1
ALBANY PARK,2019,5,OTHER OBJECT,1
ALBANY PARK,2019,5,PARKED MOTOR VEHICLE,16
ALBANY PARK,2019,5,PEDESTRIAN,1
ALBANY PARK,2019,5,REAR END,2
ALBANY PARK,2019,5,REAR TO REAR,1
ALBANY PARK,2019,5,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2019,5,TURNING,3
ALBANY PARK,2019,6,ANGLE,3
ALBANY PARK,2019,6,PARKED MOTOR VEHICLE,11
ALBANY PARK,2019,6,PEDALCYCLIST,2
ALBANY PARK,2019,6,REAR END,5
ALBANY PARK,2019,6,SIDESWIPE OPPOSITE DIRECTION,3
ALBANY PARK,2019,6,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2019,6,TURNING,2
ALBANY PARK,2019,7,ANGLE,6
ALBANY PARK,2019,7,FIXED OBJECT,3
ALBANY PARK,2019,7,HEAD ON,1
ALBANY PARK,2019,7,PARKED MOTOR VEHICLE,16
ALBANY PARK,2019,7,PEDESTRIAN,3
ALBANY PARK,2019,7,REAR END,17
ALBANY PARK,2019,7,SIDESWIPE OPPOSITE DIRECTION,4
ALBANY PARK,2019,7,SIDESWIPE SAME DIRECTION,8
ALBANY PARK,2019,7,TURNING,14
ALBANY PARK,2019,8,ANGLE,12
ALBANY PARK,2019,8,OTHER OBJECT,2
ALBANY PARK,2019,8,PARKED MOTOR VEHICLE,30
ALBANY PARK,2019,8,PEDESTRIAN,1
ALBANY PARK,2019,8,REAR END,22
ALBANY PARK,2019,8,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,8,SIDESWIPE SAME DIRECTION,7
ALBANY PARK,2019,8,TURNING,18
ALBANY PARK,2019,9,ANGLE,3
ALBANY PARK,2019,9,FIXED OBJECT,4
ALBANY PARK,2019,9,HEAD ON,1
ALBANY PARK,2019,9,PARKED MOTOR VEHICLE,15
ALBANY PARK,2019,9,PEDALCYCLIST,2
ALBANY PARK,2019,9,REAR END,14
ALBANY PARK,2019,9,REAR TO FRONT,1
ALBANY PARK,2019,9,REAR TO SIDE,1
ALBANY PARK,2019,9,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,9,SIDESWIPE SAME DIRECTION,5
ALBANY PARK,2019,9,TURNING,5
ALBANY PARK,2019,10,ANGLE,6
ALBANY PARK,2019,10,FIXED OBJECT,2
ALBANY PARK,2019,10,HEAD ON,1
ALBANY PARK,2019,10,PARKED MOTOR VEHICLE,19
ALBANY PARK,2019,10,PEDALCYCLIST,2
ALBANY PARK,2019,10,PEDESTRIAN,1
ALBANY PARK,2019,10,REAR END,8
ALBANY PARK,2019,10,REAR TO SIDE,1
ALBANY PARK,2019,10,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2019,10,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2019,11,ANGLE,7
ALBANY PARK,2019,11,ANIMAL,1
ALBANY PARK,2019,11,FIXED OBJECT,1
ALBANY PARK,2019,11,PARKED MOTOR VEHICLE,22
ALBANY PARK,2019,11,PEDALCYCLIST,1
ALBANY PARK,2019,11,PEDESTRIAN,2
ALBANY PARK,2019,11,REAR END,17
ALBANY PARK,2019,11,REAR TO REAR,1
ALBANY PARK,2019,11,REAR TO SIDE,2
ALBANY PARK,2019,11,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2019,11,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2019,11,TURNING,6
ALBANY PARK,2019,12,ANGLE,6
ALBANY PARK,2019,12,FIXED OBJECT,1
ALBANY PARK,2019,12,PARKED MOTOR VEHICLE,17
ALBANY PARK,2019,12,PEDALCYCLIST,1
ALBANY PARK,2019,12,PEDESTRIAN,2
ALBANY PARK,2019,12,REAR END,11
ALBANY PARK,2019,12,REAR TO REAR,1
ALBANY PARK,2019,12,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,12,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2019,12,TURNING,10
ALBANY PARK,2019,13,ANGLE,12
ALBANY PARK,2019,13,OTHER OBJECT,1
ALBANY PARK,2019,13,PARKED MOTOR VEHICLE,20
ALBANY PARK,2019,13,PEDALCYCLIST,1
ALBANY PARK,2019,13,PEDESTRIAN,6
ALBANY PARK,2019,13,REAR END,12
ALBANY PARK,2019,13,REAR TO FRONT,1
ALBANY PARK,2019,13,REAR TO SIDE,1
ALBANY PARK,2019,13,SIDESWIPE OPPOSITE DIRECTION,3
ALBANY PARK,2019,13,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2019,13,TURNING,11
ALBANY PARK,2019,14,ANGLE,8
ALBANY PARK,2019,14,FIXED OBJECT,1
ALBANY PARK,2019,14,PARKED MOTOR VEHICLE,19
ALBANY PARK,2019,14,PEDALCYCLIST,3
ALBANY PARK,2019,14,PEDESTRIAN,2
ALBANY PARK,2019,14,REAR END,11
ALBANY PARK,2019,14,REAR TO FRONT,2
ALBANY PARK,2019,14,REAR TO SIDE,1
ALBANY PARK,2019,14,SIDESWIPE SAME DIRECTION,12
ALBANY PARK,2019,14,TURNING,6
ALBANY PARK,2019,15,ANGLE,10
ALBANY PARK,2019,15,FIXED OBJECT,2
ALBANY PARK,2019,15,PARKED MOTOR VEHICLE,26
ALBANY PARK,2019,15,PEDALCYCLIST,1
ALBANY PARK,2019,15,PEDESTRIAN,1
ALBANY PARK,2019,15,REAR END,20
ALBANY PARK,2019,15,REAR TO FRONT,3
ALBANY PARK,2019,15,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,15,SIDESWIPE SAME DIRECTION,15
ALBANY PARK,2019,15,TURNING,15
ALBANY PARK,2019,16,ANGLE,11
ALBANY PARK,2019,16,FIXED OBJECT,2
ALBANY PARK,2019,16,HEAD ON,1
ALBANY PARK,2019,16,OTHER OBJECT,1
ALBANY PARK,2019,16,PARKED MOTOR VEHICLE,14
ALBANY PARK,2019,16,PEDALCYCLIST,2
ALBANY PARK,2019,16,PEDESTRIAN,3
ALBANY PARK,2019,16,REAR END,17
ALBANY PARK,2019,16,REAR TO FRONT,1
ALBANY PARK,2019,16,REAR TO SIDE,1
ALBANY PARK,2019,16,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2019,16,SIDESWIPE SAME DIRECTION,16
ALBANY PARK,2019,16,TURNING,11
ALBANY PARK,2019,17,ANGLE,8
ALBANY PARK,2019,17,PARKED MOTOR VEHICLE,17
ALBANY PARK,2019,17,PEDALCYCLIST,4
ALBANY PARK,2019,17,PEDESTRIAN,2
ALBANY PARK,2019,17,REAR END,22
ALBANY PARK,2019,17,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2019,17,SIDESWIPE SAME DIRECTION,12
ALBANY PARK,2019,17,TURNING,14
ALBANY PARK,2019,18,ANGLE,5
ALBANY PARK,2019,18,OTHER OBJECT,1
ALBANY PARK,2019,18,PARKED MOTOR VEHICLE,21
ALBANY PARK,2019,18,PEDALCYCLIST,3
ALBANY PARK,2019,18,PEDESTRIAN,1
ALBANY PARK,2019,18,REAR END,19
ALBANY PARK,2019,18,REAR TO FRONT,1
ALBANY PARK,2019,18,REAR TO SIDE,2
ALBANY PARK,2019,18,SIDESWIPE OPPOSITE DIRECTION,4
ALBANY PARK,2019,18,SIDESWIPE SAME DIRECTION,11
ALBANY PARK,2019,18,TURNING,10
ALBANY PARK,2019,19,ANGLE,7
ALBANY PARK,2019,19,ANIMAL,1
ALBANY PARK,2019,19,FIXED OBJECT,5
ALBANY PARK,2019,19,OTHER OBJECT,1
ALBANY PARK,2019,19,PARKED MOTOR VEHICLE,12
ALBANY PARK,2019,19,PEDALCYCLIST,1
ALBANY PARK,2019,19,PEDESTRIAN,1
ALBANY PARK,2019,19,REAR END,12
ALBANY PARK,2019,19,REAR TO FRONT,1
ALBANY PARK,2019,19,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2019,19,TRAIN,1
ALBANY PARK,2019,19,TURNING,5
ALBANY PARK,2019,20,ANGLE,4
ALBANY PARK,2019,20,FIXED OBJECT,3
ALBANY PARK,2019,20,PARKED MOTOR VEHICLE,13
ALBANY PARK,2019,20,PEDALCYCLIST,1
ALBANY PARK,2019,20,PEDESTRIAN,2
ALBANY PARK,2019,20,REAR END,11
ALBANY PARK,2019,20,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2019,20,TURNING,4
ALBANY PARK,2019,21,ANGLE,5
ALBANY PARK,2019,21,FIXED OBJECT,2
ALBANY PARK,2019,21,OTHER NONCOLLISION,1
ALBANY PARK,2019,21,OTHER OBJECT,1
ALBANY PARK,2019,21,PARKED MOTOR VEHICLE,15
ALBANY PARK,2019,21,PEDALCYCLIST,1
ALBANY PARK,2019,21,PEDESTRIAN,2
ALBANY PARK,2019,21,REAR END,9
ALBANY PARK,2019,21,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,21,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2019,21,TURNING,5
ALBANY PARK,2019,22,FIXED OBJECT,2
ALBANY PARK,2019,22,HEAD ON,1
ALBANY PARK,2019,22,OTHER OBJECT,1
ALBANY PARK,2019,22,PARKED MOTOR VEHICLE,18
ALBANY PARK,2019,22,PEDESTRIAN,1
ALBANY PARK,2019,22,REAR END,9
ALBANY PARK,2019,22,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2019,22,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2019,22,TURNING,1
ALBANY PARK,2019,23,ANGLE,3
ALBANY PARK,2019,23,FIXED OBJECT,3
ALBANY PARK,2019,23,PARKED MOTOR VEHICLE,16
ALBANY PARK,2019,23,PEDALCYCLIST,1
ALBANY PARK,2019,23,PEDESTRIAN,1
ALBANY PARK,2019,23,REAR END,9
ALBANY PARK,2019,23,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2020,0,ANGLE,1
ALBANY PARK,2020,0,FIXED OBJECT,2
ALBANY PARK,2020,0,PARKED MOTOR VEHICLE,11
ALBANY PARK,2020,0,REAR END,3
ALBANY PARK,2020,0,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2020,0,TURNING,2
ALBANY PARK,2020,1,ANGLE,3
ALBANY PARK,2020,1,FIXED OBJECT,1
ALBANY PARK,2020,1,PARKED MOTOR VEHICLE,12
ALBANY PARK,2020,1,REAR END,2
ALBANY PARK,2020,1,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,1,TURNING,2
ALBANY PARK,2020,2,FIXED OBJECT,2
ALBANY PARK,2020,2,HEAD ON,1
ALBANY PARK,2020,2,PARKED MOTOR VEHICLE,11
ALBANY PARK,2020,2,REAR END,4
ALBANY PARK,2020,3,OTHER OBJECT,1
ALBANY PARK,2020,3,PARKED MOTOR VEHICLE,6
ALBANY PARK,2020,3,PEDESTRIAN,1
ALBANY PARK,2020,3,REAR END,1
ALBANY PARK,2020,4,PARKED MOTOR VEHICLE,4
ALBANY PARK,2020,4,PEDESTRIAN,1
ALBANY PARK,2020,4,TURNING,1
ALBANY PARK,2020,5,FIXED OBJECT,1
ALBANY PARK,2020,5,PARKED MOTOR VEHICLE,7
ALBANY PARK,2020,5,REAR END,1
ALBANY PARK,2020,5,TURNING,1
ALBANY PARK,2020,6,ANGLE,5
ALBANY PARK,2020,6,OTHER OBJECT,1
ALBANY PARK,2020,6,PARKED MOTOR VEHICLE,5
ALBANY PARK,2020,6,PEDALCYCLIST,2
ALBANY PARK,2020,6,PEDESTRIAN,1
ALBANY PARK,2020,6,REAR END,1
ALBANY PARK,2020,6,REAR TO REAR,1
ALBANY PARK,2020,6,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2020,7,ANGLE,6
ALBANY PARK,2020,7,HEAD ON,1
ALBANY PARK,2020,7,OTHER OBJECT,1
ALBANY PARK,2020,7,PARKED MOTOR VEHICLE,15
ALBANY PARK,2020,7,PEDALCYCLIST,2
ALBANY PARK,2020,7,PEDESTRIAN,2
ALBANY PARK,2020,7,REAR END,10
ALBANY PARK,2020,7,REAR TO SIDE,1
ALBANY PARK,2020,7,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2020,7,TURNING,6
ALBANY PARK,2020,8,ANGLE,5
ALBANY PARK,2020,8,FIXED OBJECT,1
ALBANY PARK,2020,8,OTHER OBJECT,2
ALBANY PARK,2020,8,PARKED MOTOR VEHICLE,20
ALBANY PARK,2020,8,REAR END,4
ALBANY PARK,2020,8,REAR TO SIDE,1
ALBANY PARK,2020,8,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,8,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2020,8,TURNING,4
ALBANY PARK,2020,9,ANGLE,3
ALBANY PARK,2020,9,FIXED OBJECT,3
ALBANY PARK,2020,9,OTHER OBJECT,1
ALBANY PARK,2020,9,PARKED MOTOR VEHICLE,12
ALBANY PARK,2020,9,PEDALCYCLIST,1
ALBANY PARK,2020,9,PEDESTRIAN,3
ALBANY PARK,2020,9,REAR END,6
ALBANY PARK,2020,9,TURNING,2
ALBANY PARK,2020,10,ANGLE,4
ALBANY PARK,2020,10,FIXED OBJECT,2
ALBANY PARK,2020,10,HEAD ON,1
ALBANY PARK,2020,10,PARKED MOTOR VEHICLE,24
ALBANY PARK,2020,10,PEDALCYCLIST,1
ALBANY PARK,2020,10,PEDESTRIAN,4
ALBANY PARK,2020,10,REAR END,9
ALBANY PARK,2020,10,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2020,10,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2020,10,TURNING,7
ALBANY PARK,2020,11,ANGLE,3
ALBANY PARK,2020,11,ANIMAL,2
ALBANY PARK,2020,11,HEAD ON,1
ALBANY PARK,2020,11,OTHER OBJECT,1
ALBANY PARK,2020,11,PARKED MOTOR VEHICLE,19
ALBANY PARK,2020,11,PEDALCYCLIST,2
ALBANY PARK,2020,11,PEDESTRIAN,1
ALBANY PARK,2020,11,REAR END,7
ALBANY PARK,2020,11,REAR TO SIDE,1
ALBANY PARK,2020,11,SIDESWIPE SAME DIRECTION,5
ALBANY PARK,2020,11,TURNING,4
ALBANY PARK,2020,12,ANGLE,9
ALBANY PARK,2020,12,FIXED OBJECT,4
ALBANY PARK,2020,12,PARKED MOTOR VEHICLE,18
ALBANY PARK,2020,12,PEDALCYCLIST,2
ALBANY PARK,2020,12,PEDESTRIAN,2
ALBANY PARK,2020,12,REAR END,10
ALBANY PARK,2020,12,REAR TO REAR,1
ALBANY PARK,2020,12,REAR TO SIDE,1
ALBANY PARK,2020,12,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,12,SIDESWIPE SAME DIRECTION,10
ALBANY PARK,2020,12,TURNING,2
ALBANY PARK,2020,13,ANGLE,4
ALBANY PARK,2020,13,FIXED OBJECT,1
ALBANY PARK,2020,13,HEAD ON,2
ALBANY PARK,2020,13,OTHER OBJECT,3
ALBANY PARK,2020,13,PARKED MOTOR VEHICLE,15
ALBANY PARK,2020,13,PEDALCYCLIST,1
ALBANY PARK,2020,13,PEDESTRIAN,3
ALBANY PARK,2020,13,REAR END,8
ALBANY PARK,2020,13,REAR TO SIDE,1
ALBANY PARK,2020,13,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,13,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2020,13,TURNING,7
ALBANY PARK,2020,14,ANGLE,6
ALBANY PARK,2020,14,FIXED OBJECT,1
ALBANY PARK,2020,14,PARKED MOTOR VEHICLE,15
ALBANY PARK,2020,14,PEDALCYCLIST,3
ALBANY PARK,2020,14,REAR END,16
ALBANY PARK,2020,14,REAR TO FRONT,2
ALBANY PARK,2020,14,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,14,SIDESWIPE SAME DIRECTION,8
ALBANY PARK,2020,14,TURNING,10
ALBANY PARK,2020,15,ANGLE,13
ALBANY PARK,2020,15,OTHER NONCOLLISION,1
ALBANY PARK,2020,15,PARKED MOTOR VEHICLE,21
ALBANY PARK,2020,15,PEDALCYCLIST,2
ALBANY PARK,2020,15,REAR END,19
ALBANY PARK,2020,15,REAR TO REAR,1
ALBANY PARK,2020,15,REAR TO SIDE,1
ALBANY PARK,2020,15,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,15,SIDESWIPE SAME DIRECTION,7
ALBANY PARK,2020,15,TURNING,8
ALBANY PARK,2020,16,ANGLE,10
ALBANY PARK,2020,16,FIXED OBJECT,2
ALBANY PARK,2020,16,OTHER NONCOLLISION,1
ALBANY PARK,2020,16,PARKED MOTOR VEHICLE,17
ALBANY PARK,2020,16,PEDALCYCLIST,3
ALBANY PARK,2020,16,PEDESTRIAN,2
ALBANY PARK,2020,16,REAR END,8
ALBANY PARK,2020,16,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,16,SIDESWIPE SAME DIRECTION,8
ALBANY PARK,2020,16,TURNING,8
ALBANY PARK,2020,17,ANGLE,7
ALBANY PARK,2020,17,FIXED OBJECT,1
ALBANY PARK,2020,17,OTHER OBJECT,1
ALBANY PARK,2020,17,PARKED MOTOR VEHICLE,18
ALBANY PARK,2020,17,PEDALCYCLIST,1
ALBANY PARK,2020,17,PEDESTRIAN,3
ALBANY PARK,2020,17,REAR END,14
ALBANY PARK,2020,17,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,17,SIDESWIPE SAME DIRECTION,8
ALBANY PARK,2020,17,TURNING,8
ALBANY PARK,2020,18,ANGLE,5
ALBANY PARK,2020,18,HEAD ON,1
ALBANY PARK,2020,18,PARKED MOTOR VEHICLE,17
ALBANY PARK,2020,18,PEDALCYCLIST,2
ALBANY PARK,2020,18,PEDESTRIAN,2
ALBANY PARK,2020,18,REAR END,18
ALBANY PARK,2020,18,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,18,SIDESWIPE SAME DIRECTION,5
ALBANY PARK,2020,18,TURNING,5
ALBANY PARK,2020,19,ANGLE,4
ALBANY PARK,2020,19,FIXED OBJECT,1
ALBANY PARK,2020,19,OTHER OBJECT,1
ALBANY PARK,2020,19,PARKED MOTOR VEHICLE,15
ALBANY PARK,2020,19,PEDALCYCLIST,4
ALBANY PARK,2020,19,PEDESTRIAN,1
ALBANY PARK,2020,19,REAR END,11
ALBANY PARK,2020,19,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2020,19,TURNING,4
ALBANY PARK,2020,20,ANGLE,3
ALBANY PARK,2020,20,FIXED OBJECT,2
ALBANY PARK,2020,20,PARKED MOTOR VEHICLE,19
ALBANY PARK,2020,20,PEDALCYCLIST,2
ALBANY PARK,2020,20,PEDESTRIAN,2
ALBANY PARK,2020,20,REAR END,9
ALBANY PARK,2020,20,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2020,20,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2020,20,TRAIN,1
ALBANY PARK,2020,20,TURNING,2
ALBANY PARK,2020,21,ANGLE,6
ALBANY PARK,2020,21,FIXED OBJECT,2
ALBANY PARK,2020,21,HEAD ON,3
ALBANY PARK,2020,21,PARKED MOTOR VEHICLE,11
ALBANY PARK,2020,21,PEDALCYCLIST,1
ALBANY PARK,2020,21,PEDESTRIAN,1
ALBANY PARK,2020,21,REAR END,7
ALBANY PARK,2020,21,REAR TO FRONT,1
ALBANY PARK,2020,21,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,21,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2020,21,TURNING,1
ALBANY PARK,2020,22,ANGLE,2
ALBANY PARK,2020,22,FIXED OBJECT,2
ALBANY PARK,2020,22,OTHER OBJECT,1
ALBANY PARK,2020,22,PARKED MOTOR VEHICLE,10
ALBANY PARK,2020,22,REAR END,3
ALBANY PARK,2020,22,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2020,23,ANIMAL,1
ALBANY PARK,2020,23,FIXED OBJECT,2
ALBANY PARK,2020,23,OTHER OBJECT,1
ALBANY PARK,2020,23,PARKED MOTOR VEHICLE,13
ALBANY PARK,2020,23,PEDALCYCLIST,1
ALBANY PARK,2020,23,PEDESTRIAN,1
ALBANY PARK,2020,23,REAR END,3
ALBANY PARK,2020,23,REAR TO FRONT,1
ALBANY PARK,2020,23,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2020,23,TURNING,1
ALBANY PARK,2021,0,ANGLE,3
ALBANY PARK,2021,0,FIXED OBJECT,1
ALBANY PARK,2021,0,PARKED MOTOR VEHICLE,9
ALBANY PARK,2021,0,TURNING,1
ALBANY PARK,2021,1,ANGLE,2
ALBANY PARK,2021,1,FIXED OBJECT,4
ALBANY PARK,2021,1,HEAD ON,1
ALBANY PARK,2021,1,PARKED MOTOR VEHICLE,17
ALBANY PARK,2021,1,REAR END,3
ALBANY PARK,2021,2,PARKED MOTOR VEHICLE,13
ALBANY PARK,2021,2,REAR END,2
ALBANY PARK,2021,2,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2021,2,TURNING,4
ALBANY PARK,2021,3,ANGLE,2
ALBANY PARK,2021,3,FIXED OBJECT,1
ALBANY PARK,2021,3,PARKED MOTOR VEHICLE,9
ALBANY PARK,2021,3,REAR END,1
ALBANY PARK,2021,3,REAR TO FRONT,1
ALBANY PARK,2021,3,SIDESWIPE SAME DIRECTION,2
ALBANY PARK,2021,3,TURNING,1
ALBANY PARK,2021,4,ANGLE,2
ALBANY PARK,2021,4,FIXED OBJECT,1
ALBANY PARK,2021,4,PARKED MOTOR VEHICLE,10
ALBANY PARK,2021,4,PEDESTRIAN,1
ALBANY PARK,2021,4,REAR END,1
ALBANY PARK,2021,4,TURNING,1
ALBANY PARK,2021,5,ANGLE,2
ALBANY PARK,2021,5,PARKED MOTOR VEHICLE,11
ALBANY PARK,2021,5,REAR END,1
ALBANY PARK,2021,5,REAR TO FRONT,1
ALBANY PARK,2021,5,REAR TO SIDE,1
ALBANY PARK,2021,5,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2021,5,TURNING,1
ALBANY PARK,2021,6,ANGLE,2
ALBANY PARK,2021,6,FIXED OBJECT,2
ALBANY PARK,2021,6,OTHER OBJECT,1
ALBANY PARK,2021,6,PARKED MOTOR VEHICLE,9
ALBANY PARK,2021,6,PEDALCYCLIST,1
ALBANY PARK,2021,6,REAR END,2
ALBANY PARK,2021,6,REAR TO SIDE,1
ALBANY PARK,2021,6,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2021,6,TURNING,3
ALBANY PARK,2021,7,ANGLE,9
ALBANY PARK,2021,7,HEAD ON,1
ALBANY PARK,2021,7,PARKED MOTOR VEHICLE,13
ALBANY PARK,2021,7,PEDESTRIAN,3
ALBANY PARK,2021,7,REAR END,8
ALBANY PARK,2021,7,REAR TO REAR,1
ALBANY PARK,2021,7,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2021,7,SIDESWIPE SAME DIRECTION,7
ALBANY PARK,2021,7,TURNING,2
ALBANY PARK,2021,8,ANGLE,7
ALBANY PARK,2021,8,FIXED OBJECT,3
ALBANY PARK,2021,8,HEAD ON,1
ALBANY PARK,2021,8,PARKED MOTOR VEHICLE,13
ALBANY PARK,2021,8,PEDALCYCLIST,1
ALBANY PARK,2021,8,PEDESTRIAN,3
ALBANY PARK,2021,8,REAR END,7
ALBANY PARK,2021,8,REAR TO SIDE,1
ALBANY PARK,2021,8,SIDESWIPE OPPOSITE DIRECTION,3
ALBANY PARK,2021,8,SIDESWIPE SAME DIRECTION,9
ALBANY PARK,2021,8,TURNING,5
ALBANY PARK,2021,9,ANGLE,2
ALBANY PARK,2021,9,FIXED OBJECT,3
ALBANY PARK,2021,9,PARKED MOTOR VEHICLE,22
ALBANY PARK,2021,9,PEDALCYCLIST,3
ALBANY PARK,2021,9,PEDESTRIAN,1
ALBANY PARK,2021,9,REAR END,6
ALBANY PARK,2021,9,REAR TO SIDE,3
ALBANY PARK,2021,9,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2021,9,SIDESWIPE SAME DIRECTION,6
ALBANY PARK,2021,9,TURNING,5
ALBANY PARK,2021,10,ANGLE,1
ALBANY PARK,2021,10,FIXED OBJECT,1
ALBANY PARK,2021,10,OTHER OBJECT,1
ALBANY PARK,2021,10,PARKED MOTOR VEHICLE,18
ALBANY PARK,2021,10,PEDALCYCLIST,1
ALBANY PARK,2021,10,REAR END,14
ALBANY PARK,2021,10,REAR TO FRONT,1
ALBANY PARK,2021,10,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2021,10,SIDESWIPE SAME DIRECTION,1
ALBANY PARK,2021,10,TURNING,2
ALBANY PARK,2021,11,ANGLE,5
ALBANY PARK,2021,11,FIXED OBJECT,2
ALBANY PARK,2021,11,OTHER OBJECT,1
ALBANY PARK,2021,11,PARKED MOTOR VEHICLE,18
ALBANY PARK,2021,11,PEDESTRIAN,4
ALBANY PARK,2021,11,REAR END,8
ALBANY PARK,2021,11,SIDESWIPE OPPOSITE DIRECTION,1
ALBANY PARK,2021,11,SIDESWIPE SAME DIRECTION,10
ALBANY PARK,2021,11,TURNING,7
ALBANY PARK,2021,12,ANGLE,4
ALBANY PARK,2021,12,FIXED OBJECT,3
ALBANY PARK,2021,12,PARKED MOTOR VEHICLE,27
ALBANY PARK,2021,12,PEDALCYCLIST,2
ALBANY PARK,2021,12,PEDESTRIAN,1
ALBANY PARK,2021,12,REAR END,13
ALBANY PARK,2021,12,REAR TO SIDE,4
ALBANY PARK,2021,12,SIDESWIPE OPPOSITE DIRECTION,2
ALBANY PARK,2021,12,SIDESWIPE SAME DIRECTION,3
ALBANY PARK,2021,12,TURNING,6
ALBANY PARK,2021,13,ANGLE,6
ALBANY PARK,2021,13,OTHER OBJECT,1
ALBANY PARK,2021,13,PARKED MOTOR VEHICLE,15
ALBANY PARK,2021,13,PEDALCYCLIST,2
ALBANY PARK,2021,13,REAR END,13
ALBANY PARK,2021,13,REAR TO FRONT,1
ALBANY PARK,2021,13,REAR TO SIDE,1
ALBANY PARK,2021,13,SIDESWIPE OPPOSITE DIRECTION,3
ALBANY PARK,2021,13,SIDESWIPE SAME DIRECTION,7
ALBANY PARK,2021,13,TURNING,6
ALBANY PARK,2021,14,ANGLE,10
ALBANY PARK,2021,14,FIXED OBJECT,5
ALBANY PARK,2021,14,HEAD ON,1
ALBANY PARK,2021,14,OTHER OBJECT,2
